,Product title,Price,Deal image url,Recent sales,Description,Product rating,Seller location,Seller Rating,Product category
5,Caminadora Trotadora Eléctrica Plegable Es-1507 1.5 Hp,1532587,https://http2.mlstatic.com/D_NQ_NP_791846-MCO49120710366_022022-O.webp,28,"GRATIS 5 Bandas Elásticas

-------------------------------------------------------------------------
Envió GRATIS a todo Colombia
-------------------------------------------------------------------------
Somos GYMAXCOL Tienda Oficial
-------------------------------------------------------------------------

- Motor de 1,5 Hp.

- Velocidad: De 1 a 12 km/h.

- 12 Programas de trote y caminata preestablecidos. (Te da un entrenamiento con cambios de velocidad para que el ejercicio sea mas acorde a los resultados y poder salir de la rutina mientras te ejercitas en nuestra caminadora GYMAX).

- Monitor LED: Te muestra la Velocidad - Distancia - Calorías - Tiempo - frecuencia cardíaca.

- Seguro contra accidentes. (Funciona con una llave de seguridad que con gancho se ancla a la ropa de la persona que tenga el equipo en uso, la cual en caso de accidente se acciona y se frena en automático inmediatamente).

- 3 niveles de inclinación manual.

- Medidas caminadora armada: Largo-117cm, Ancho-60cm, Alto-105cm.

- Medida área de trote: Ancho-36cm, Largo-95cm.

- Ruedas para fácil desplazamiento.

- Peso máximo soportado: 100 Kg.

- PLEGABLE para guardar con facilidad.

- Practico para usar en casa.

- INCLUYE ACEITE lubricante pequeño para dos apliques cada 15 horas de uso que es lo recomendado

La Caminadora Eléctrica GYMAX es la manera ideal de alejar la vida sedentaria desde la comodidad de tú hogar. Te permitirá realizar caminatas y trotes sin salir de casa en tú tiempo libre. Solo con una rutina diaria de 30 minutos a una hora te facilitara una mejora en tu salud cardiovascular, promoviendo la quema de calorías (grasa) y la tonificación de tu cuerpo.

GARANTÍA DE 6 MESES: (NO CUBRE MAL ENSAMBLE O FALTA DE LUBRICACIÓN DE LA BANDA DE CORRER). SE SUGIERE LUBRICAR LA BANDA EN PROMEDIO CADA 15 HORAS DE USO, INCLUEYE ACEITE DE ALTA DENSIDAD QUE ALCANZA PARA DOS APLIQUES.
",4.5,NaN,NaN,Deportes y Fitness
6,Tenis Lifestyle adidas Grand Court Base Beyond - Blanco-azul,229900,https://http2.mlstatic.com/D_NQ_NP_879476-MCO50098537534_052022-O.webp,2813,"Viaja a los años 70. La maravillosa década de los pantalones acampanados, la música disco y los elegantes diseños del deporte blanco. Ponte estos tenis adidas y luce tu mejor estilo retro. Los detalles en contraste les confieren un toque muy actual.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
7,Combo Gorras Nike Atlético Nacional X 3,99990,https://http2.mlstatic.com/D_NQ_NP_842503-MCO48157341417_112021-O.webp,1194,"Combo Gorras Atletico Nacional . Tres Gorras de diferentes colores
Confeccionadas con tecnología Dri-Fit tejido de alto rendimiento de poliéster de microfibra que repele el sudor, construcción estructurada y sin rigidez, cuenta con ojales bordados en cada panel mejoran la transpirabilidad, posee escudo del Atlético nacional en la parte frontal, cuenta con correa ajustable.
",NaN,NaN,MercadoLíder Platinum,Deportes y Fitness
0,"Cuerda, Lazo Para Saltar En Pvc 2,75 Mt De Alta Resistencia",8200,https://http2.mlstatic.com/D_NQ_NP_697696-MCO44656094232_012021-O.webp,480,"Cuerda, Lazo Para Saltar En Pvc 2,75 Mt De Alta Resistencia.

Lazo cuerda para saltar en pvc, material de alta resistencia.

DISPONIBLE EN DOS COLORES Y TAMAÑOS, AZUL Y NEGRO DE 275 CM.

¿ Lazo Ligero en pvc.
¿ Mangos ergonómicos.
¿ Ideal para entrenar.
¿ Medidas: 5 mm ancho*275 cm largo
¿ Mejorar el funcionamiento cardiovascular.
¿ Define los brazos, los hombros y piernas.
----------------------------------------------------------------------------------------------------------------------------------
Antes de comprar consulte y asesórese bien por nuestro sistema de preguntas, después de la compra puede contactarse directamente con nosotros para cualquier duda o pregunta adicional.

¿Preguntas frecuentes?

Como se que son confiables?
Puedes revisar nuestra reputación, tiempo y calificación en mercado libre que muestran nuestro compromiso y responsabilidad.

En cuanto tiempo llega mi producto?
Después de confirmar el pago, en Bogotá un (1) hábil, en ciudades principales 2 días y municipios, verederas y corregimientos 4 días normalmente.

Horarios de atención Lunes a viernes de 9:00 AM a 6:00 PM, Sábados de 9:00 AM a 12:00 PM, somo Mundo Deportivo MACBE.
",4.8,NaN,MercadoLíder Gold,Deportes y Fitness
1,Plataforma Vibratoria 99 Niveles + Bluetooth + Pantalla Led,354900,https://http2.mlstatic.com/D_NQ_NP_752659-MCO50220682522_062022-O.webp,2123,"Plataforma Vibratoria 99 Niveles + Bluetooth + Pantalla Led + Ligas de Estiramiento + Control.


Al colocar los pies en diferentes posiciones a lo largo de la superficie, podrá ejercitarse simulando movimientos musculares como si estuviera caminando, trotando o corriendo, desde la comodidad de su casa, con ejercicios de bajo impacto lo que ayudan a proteger huesos, articulaciones y músculos.

Posee un diseño compacto y portátil, con asa para su transporte y ruedas. Incluye pantalla táctil LCD y una superficie de almohadilla antideslizante. Fabricado en material ABS. Soporta un peso máximo de 120 kg.

Revoluciones por minuto 3300 rpm
Alta potencia 300 W
Intensidad y velocidad ajustables a 99 niveles
Pantalla LCD
Bandas de resistencia desmontables
Tiempo máximo de la sesión 20 minutos
Peso máximo soportado 120 kg
Material de construcción ABS
Mando a distancia incluido (AAA)
Superficie de almohadilla antideslizante
Tensión de salida 220 – 240 V
Frecuencia: 3,25 – 7,83 Hz

Detalles:
Ayuda a fortalecer los músculos y progresivamente acompañado con una alimentación saludable podrá perder peso
Es un ejercicio de bajo impacto, lo que ayuda a proteger huesos, articulaciones y músculos, por lo que es ideal para la mayoría de personas
Ayuda a la circulación, la fatiga y mejora la energía
Es pequeño y práctico
Su motor genera movimientos oscilatorios horizontales que activan las contracciones musculares haciendo que estos se muevan y active su metabolismo.
",4.8,NaN,MercadoLíder Platinum,Deportes y Fitness
2,Tenis Running Reebok Zig Dynamica - Negro,349900,https://http2.mlstatic.com/D_NQ_NP_659262-MCO50465518900_062022-O.webp,2813,"UNOS TENIS DE RUNNING DE ESTILO FUTURISTA MUY ADELANTADOS A SU TIEMPO
Dicen que el futuro es de las mujeres. Anticípate a lo que viene con estos tenis Reebok para mujer. Inspirados en un diseño de running futurista, este modelo viene con una mediasuela de espuma reactiva FuelFoam y una silueta de líneas geométricas. Su suela innovadora devuelve la energía de cada pisada y te impulsa hacia delante.

Modelo: Reebok Zig Dynamica
Material exterior: Capellada de malla
Cordones
Ligereza
Mediasuela reactiva FuelFoam
Suela ZigTech que dispersa la energía
Cuello y lengüeta: acolchados
Material Interno: Textil
Material Suela: Caucho
Tipo de Plantilla: Removible
Terminado: Vulcanizado
Origen: Producto Importado
Tallaje: Numeración Americana
Altura de eje: Bajo
Tipo de punta: Redonda
Estilo: Deportivo
Actividad: Running
Genero: Femenino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la calidad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos químicos, sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
3,Tenis Classics Reebok Workout Plus - Negro,349900,https://http2.mlstatic.com/D_NQ_NP_905230-MCO50465518334_062022-O.webp,2813,"UNOS TENIS RETRO CON VIBRAS MODERNAS
Volvemos a nuestras raíces para recordarles a los fanáticos del calzado deportivo por qué el Workout Plus es tan icónico. La capellada de estilo minimalista mantiene el enfoque en la icónica correa H-strap.

Modelo: Reebok Workout Plus
Material exterior: Capellada de cuero de plena flor para soporte y suavidad
Ideal para: Look retro, uso diario, estilo clásico
Diseño de corte bajo para una silueta estilizada y sofisticada
Mediasuela de EVA para amortiguación
Cuello y lengüeta: acolchados
Sistema de amarre de cordones
Material Interno: Textil
Material Suela: Caucho
Tipo de Plantilla: Removible
Terminado: Vulcanizado
Origen: Producto Importado
Tallaje: Numeración Americana
Altura de eje: Bajo
Tipo de punta: Redonda
Estilo: Deportivo
Actividad: Lifestyle
Genero: Masculino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la calidad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos químicos, sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
4,Tenis Lifestyle adidas Racer Tr21 - Vinotinto-blanco,349900,https://http2.mlstatic.com/D_NQ_NP_896477-MCO50098659312_052022-O.webp,2813,"Sal a la calle con estilo. Casuales y cómodos con un toque deportivo, estos tenis adidas están listos para acompañarte adonde quieras ir. La mediasuela Cloudfoam Super proporciona amortiguación superior en cada paso. La suela de caucho aporta tracción en terrenos difíciles.
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
5,Zapatos Deportivos Con Tira Hutch Para Niños,67900,https://http2.mlstatic.com/D_NQ_NP_926428-MCO47120192356_082021-O.webp,NaN,"Payless trae diseños exclusivos en zapatos deportivos para tu familia, estos Zapatos Huch son ideales para tu Niño, cuentan con un cierre a través de elásticos y un tira de velcro que le ofrecer facilidad cuando desee colocar o quitarse los zapatos, además vienen en un estilo fresco y moderno que le combinarán con las diversas prendas que use.

Una vez realizada la compra y recibido el producto, si llegas a tener algún inconveniente, por favor contacta a uno de nuestros asesores por medio del chat privado de Mercado Libre, quien te responderá en el menor tiempo posible. Ten presente que también puedes realizar cambios de tallas o productos en cualquiera de nuestras tiendas físicas únicamente presentando la factura de compra y el producto en buen estado. Recuerda que tienes 30 días calendario después de realizar tu compra para realizar el cambio.
",NaN,NaN,MercadoLíder Gold,Ropa y Accesorios
6,Combo Zapatillas Ruta Sio V9 + Pedales Genéricos,346750,https://http2.mlstatic.com/D_NQ_NP_945359-MCO46848177205_072021-O.webp,296,"Combo Zapatillas Sio Boa V9 ruta Con Pedales genéricos
TALLAS SON NACIONALES (NO ES NECESARIO AUMENTAR TALLAS)
Incluye
1 Par de Zapatillas Sio Boa V9 ruta (Modelo a Escoger por el comprador)
Manejamos Tallas Nacionales desde la 37 hasta la 44
1 Par de Pedales genéricos ( Incluye Calas SPD Compatibles con las Zapatillas)
Garantia de 2 Meses
Zapatillas para Cilismo de RUTA
* Suela rígida material NYLON
* Material sintético de alta duración
* Diseños Variados
* Suela doble sistema LOOK o SPD entre otros
* Forro de alta duración antihongos y antibacterial
* cierre sistema correas invisibles
* disponibilidad RUTA
* Garantia 3 meses (pero duran años)
* Tallas nacionales
* Disponibles desde talla 37 a la 44
RECUERDE QUE NUESTRAS TALLAS SON NACIONALES (NO ES NECESARIO AUMENTAR TALLAS)

COMPATIBLE PARA TODO TIPO DE CALAS: SPD SHIMANO, WELGO, Crank Brother.
EL PRECIO INCLUYE EL COSTO DE ENVÍO ¡¡ (Con cobertura de mercadoenvio, ****verificar condiciones)
**** TAMBIÉN PUEDE ELEGIR LA OPCIÓN DE RETIRAR EN PERSONA SI MERCADOENVIO NO CUBRE, SIN EMBARGO EL ENVIO A DOMICILIO DEBE CANCELARLO USTED
",NaN,NaN,NaN,Zapatillas
7,Tenis Nike Air Max Fly,334990,https://http2.mlstatic.com/D_NQ_NP_910060-MCO45501087747_042021-O.webp,1194,"La parte superior está elaborada en malla con superposiciones sintéticas haciéndolo una prenda transpirable y perdurable, cuenta con un diseño deportivo en tonos elegante y sobrios así mismo agrega cuello, lengüeta y plantilla acolchada igualmente el recubrimiento interno es de una sensación suave al tacto garantizando comodidad así mismo incorpora cierre cordones para un ajuste personalizado, la parte posterior añade Bucle que ayuda a la acomodación del zapato agrega logo de la marca en material sintética en el dorso exterior, La entresuela cuenta con unidad Max Air en el talón ayudando a mejorar la amortiguación y maximizando la absorción de impactos, la Suela está fabricada en goma con grabado que brinda tracción en diferentes superficies
",NaN,NaN,MercadoLíder Platinum,Ropa y Accesorios
0,Rodillo Para Bicicleta Simulador,89187,https://http2.mlstatic.com/D_NQ_NP_624778-MCO48030723524_102021-O.webp,382,"Rodillos para bicicleta fabricados en acero inoxidable, tapas en teflón ,rodamientos sellados, eje de lado a lado.
La estructura es metálica pintada de negro con laca automotriz,calcomanía; color y marca a disponibilidad
El producto te brinda la sensación de estar montando en la calle ya q la llanta trasera va suelta lo q permite el movimiento
Para el uso fluido del producto la llanta trasera tiene q estar a full de aire
",NaN,NaN,MercadoLíder Gold,Accesorios para Bicicletas
1,Tenis Classics Reebok Royal Glide - Negro,259900,https://http2.mlstatic.com/D_NQ_NP_655063-MCO50232837583_062022-O.webp,2813,"MODELO FÁCIL DE COMBINAR CON UN LOOK ACTUAL.
Parte de la colección Royal Classic, el Reebok Royal Glide es una silueta clásica de corte bajo que te ofrece un ajuste personalizado. Viene en una amplia variedad de combinaciones de colores y suelas que le añaden un extra de estilo a tus looks casuales.

Modelo: Reebok Royal Glide
Material exterior:Capellada de cuero o gamuza para mayor comodidad y soporte
Diseño de corte bajo para una silueta estilizada y sofisticada
Mediasuela de EVA para ligereza y confort
Plantilla OrthoLite® extraíble para amortiguación y transpirabid duraderas
Duradera suela exterior de caucho
Ranuras en la zona delantera del pie para mayor flexibid
Cordones
Cuello y lengüeta: acolchados
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Femenino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",5.0,NaN,MercadoLíder Platinum,Ropa y Accesorios
2,Buzo Training adidas Essentials 3 Rayas - Gris,259900,https://http2.mlstatic.com/D_NQ_NP_933414-MCO50234782156_062022-O.webp,2813,"UN BUZO CON CAPUCHA PARA UNA TOTAL COMODIDAD LUEGO DE ENTRENAR
Perfecto para después de entrenar. Este buzo con capucha adidas tiene un verdadero look deportivo con las 3 Rayas que van del hombro a la muñeca en ambas mangas. Los bolsillos canguro laterales y el tejido de felpa francesa ofrecen comodidad en todo momento.
Este producto está hecho con material reciclado como parte de nuestro anhelo de ponerle fin a la contaminación por plástico

Modelo: adidas Essentials 3 rayas
Material: Felpa francesa 53 % algodón, 36 % poliéster reciclado, 11 % viscosa
Corte clásico
Cierre frontal y capucha con cordón de ajuste
Bolsillos canguro
Origen: Producto Importado
Tallaje: Numeración Americana
Estilo: Deportivo
Actividad: Training
Genero: Femenino
Temporada: Todas las temporadas
Garantia:
Para que estés satisfecho al 100%, puedes devolver las compras realizadas en un plazo de 30 días.
Si el problema se debe a motivos a la cad del material o al proceso del montaje, Te devolveremos el producto original. No rembolsamos productos:
•Si se han dañado por mal uso o negligencia (exposición a productos , sustancias cáusticas, mucho calor, objetos afilados, etc.)
•Si se han dañado por un uso indebido o por actividades distintas al fin previsto.
",NaN,NaN,MercadoLíder Platinum,Buzos
